months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,blank_cells,has_umbrella,umbrella_limit_missing,policy_annual_premium_missing,policy_deductible_missing,claim_sum_parts,claim_recon_error,claim_recon_flag,log1p_total_claim_amount,log1p_injury_claim,log1p_property_claim,log1p_vehicle_claim,coverage_proxy,premium_per_coverage,deductible_ratio,agi_simple
247.0,39.0,419954,1993/12/07,IL,100/300,500,806.31,0,602177,FEMALE,College,handlers-cleaners,dancing,wife,0.0,0,2015/02/25,Parked Car,?,Trivial Damage,Police,SC,Northbend,5279 Pine Ridge,3,1,?,2,3,?,3300.0,600.0,0.0,2700,Dodge,RAM,2003,N,0,0,0,0,0,3300.0,0.0,0,8.101980731853192,6.398594934535208,0.0,7.901377353792616,300000.0,0.0026877,0.0016666666666666668,0.0026881479499999998
194.0,35.0,275092,2012/03/14,IL,500/1000,500,1416.24,0,441659,FEMALE,MD,adm-clerical,golf,not-in-family,0.0,0,2015/02/26,Parked Car,?,Minor Damage,,WV,Northbend,8078 Britain Hwy,7,1,YES,1,0,?,5940.0,1080.0,540.0,4320,Nissan,Pathfinder,2003,N,0,0,0,0,0,5940.0,0.0,0,8.689632748355741,6.985641817639208,6.293419278846481,8.371242135931933,1000000.0,0.00141624,0.0005,0.0014163108120000003
119.0,27.0,515698,1997/08/05,IN,250/500,2000,1097.64,0,614812,MALE,High School,transport-moving,video-games,other-relative,27100.0,0,2015/02/06,Multi-vehicle Collision,Rear Collision,Major Damage,Other,PA,Northbend,1133 Apache St,16,2,NO,1,0,?,63720.0,7080.0,21240.0,35400,Accura,TL,2006,N,0,0,0,0,0,63720.0,0.0,0,11.062269457560602,8.865170419651774,9.963688555226884,10.474495347310452,500000.0,0.0021952800000000004,0.004,0.002196158112
259.0,43.0,132871,2009/07/05,IL,100/300,500,947.75,0,458470,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0.0,39300,2015/02/03,Vehicle Theft,?,Trivial Damage,Police,SC,Riverwood,2873 Flute Ave,15,1,NO,1,3,NO,5255.116279,1280.0,640.0,5760,Audi,A5,2008,N,0,0,0,0,0,7680.0,2424.883721,1,8.567147683017147,7.155396301896734,6.46302945692067,8.658866349732383,300000.0,0.0031591666666666665,0.0016666666666666668,0.0031596931944444444
107.0,31.0,714929,1994/11/25,IL,100/300,2000,1018.73,5000000,469646,MALE,Associate,handlers-cleaners,yachting,own-child,20000.0,82700,2015/01/27,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,8509 Apache St,21,3,YES,1,2,?,93730.0,14420.0,21630.0,57680,Honda,CRV,2001,N,0,1,0,0,0,93730.0,0.0,0,11.448184256626329,9.57644075656207,9.981882749963502,10.962683108840446,300000.0,0.003395766666666667,0.006666666666666667,0.003398030511111111
48.0,44.0,297816,1997/02/03,IL,100/300,2000,1400.74,0,611118,MALE,College,sales,base-jumping,other-relative,34000.0,55600,2015/01/21,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,8245 4th Hwy,23,3,YES,0,2,?,87300.0,17460.0,17460.0,52380,Jeep,Wrangler,2013,N,0,0,0,0,0,87300.0,0.0,0,11.377117196515812,9.767725101522128,9.767725101522128,10.866299209135672,300000.0,0.004669133333333333,0.006666666666666667,0.004672246088888888
267.0,40.0,426708,2009/10/09,IL,250/500,500,1155.53,5000000,465158,MALE,JD,transport-moving,camping,wife,0.0,35200,2015/01/24,Parked Car,?,Trivial Damage,Police,NY,Columbus,3094 Best Lane,5,1,?,0,2,NO,5670.0,1260.0,630.0,3780,Ford,F150,1997,N,0,1,0,0,0,5670.0,0.0,0,8.643120748014027,7.13966033596492,6.447305862541213,8.237743803890933,500000.0,0.0023110599999999998,0.001,0.0023112911059999996
286.0,47.0,615047,2002/11/20,IN,250/500,500,1386.93,0,457130,MALE,High School,priv-house-serv,bungie-jumping,husband,54100.0,77600,2015/01/17,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,8188 Tree Ave,15,3,YES,0,0,NO,65800.0,13160.0,6580.0,46060,Accura,TL,2001,N,0,0,0,0,0,65800.0,0.0,0,11.094390314766317,9.485013189834325,8.791941988456118,10.737721883950984,500000.0,0.00277386,0.001,0.002774137386
175.0,34.0,771236,1995/05/29,OH,100/300,500,915.29,0,607893,FEMALE,JD,handlers-cleaners,base-jumping,wife,82400.0,57100,2015/02/23,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Arlington,5224 5th Lane,14,1,?,2,1,YES,36720.0,4080.0,4080.0,28560,Honda,Accord,2009,Y,0,0,0,0,0,36720.0,0.0,0,10.51110407747908,8.314097335405807,8.314097335405807,10.259797429846149,300000.0,0.0030509666666666668,0.0016666666666666668,0.003051475161111111
111.0,29.0,235869,2011/01/22,IL,250/500,500,1239.55,2000000,464736,FEMALE,PhD,farming-fishing,kayaking,own-child,0.0,0,2015/01/09,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Riverwood,2230 1st St,1,1,?,1,1,YES,52800.0,4800.0,9600.0,38400,Mercedes,ML350,1996,Y,0,1,0,0,0,52800.0,0.0,0,10.874285408908944,8.476579508530941,9.169622538697624,10.555838779903407,500000.0,0.0024790999999999997,0.001,0.0024793479099999996
151.0,37.0,931625,2012/10/18,IN,250/500,500,1366.42,0,476198,FEMALE,Associate,protective-serv,cross-fit,unmarried,44000.0,0,2015/02/15,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,6719 Flute St,14,3,NO,1,2,YES,59100.0,5910.0,5910.0,47280,Nissan,Maxima,1998,Y,0,0,0,0,0,59100.0,0.0,0,10.987003123724811,8.684570300824369,8.684570300824369,10.763863802448526,500000.0,0.0027328400000000003,0.001,0.0027331132840000003
156.0,37.0,371635,1991/10/13,OH,500/1000,1000,1086.48,6000000,444903,MALE,Associate,machine-op-inspct,hiking,unmarried,0.0,53800,2015/01/16,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbrook,8064 4th Ave,17,3,?,1,1,YES,77440.0,14080.0,7040.0,56320,Suburu,Legacy,1999,N,0,1,0,0,0,77440.0,0.0,0,11.257271635090223,9.552581649917313,8.859505484519133,10.938822746356111,1000000.0,0.00108648,0.001,0.0010865886479999999
165.0,36.0,427199,2010/10/01,IL,250/500,2000,1247.87,0,464336,MALE,Masters,armed-forces,golf,husband,0.0,39700,2015/01/14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,2469 Francis Lane,20,3,NO,2,2,NO,45700.0,4570.0,4570.0,36560,BMW,3 Series,2008,N,0,0,0,0,0,45700.0,0.0,0,10.729875458480969,8.427487278331744,8.427487278331744,10.506737377491612,500000.0,0.0024957399999999998,0.004,0.0024967382959999998
253.0,41.0,261315,2013/04/10,OH,100/300,2000,1312.75,0,471453,FEMALE,PhD,sales,dancing,other-relative,81300.0,0,2015/01/01,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,4671 5th Ridge,10,3,NO,2,2,YES,80740.0,7340.0,14680.0,58720,Toyota,Camry,2014,Y,0,0,0,0,0,80740.0,0.0,0,11.299001779764962,8.901230352110781,9.59430941973946,10.980552693116142,300000.0,0.004375833333333333,0.006666666666666667,0.004378750555555555
10.0,26.0,582973,2008/06/11,IN,100/300,2000,765.64,0,466191,MALE,MD,sales,base-jumping,not-in-family,0.0,22200,2015/02/16,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Northbrook,6985 Maple Lane,3,3,?,0,3,?,31350.0,2850.0,5700.0,22800,Honda,Accord,2001,Y,0,0,0,0,0,31350.0,0.0,0,10.353001443478972,7.955425088912672,8.648396877031582,10.034559673629849,300000.0,0.0025521333333333334,0.006666666666666667,0.0025538347555555557
158.0,33.0,278091,2013/12/04,OH,100/300,2000,1327.41,0,440930,FEMALE,Associate,handlers-cleaners,skydiving,other-relative,0.0,38600,2015/01/04,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Hillsdale,7791 Britain Ridge,0,1,?,0,0,?,35000.0,3500.0,7000.0,24500,Suburu,Legacy,2012,N,0,0,0,0,0,35000.0,0.0,0,10.463131911491969,8.160803920954665,8.853808274977197,10.106469212026385,300000.0,0.0044247,0.006666666666666667,0.0044276498
436.0,59.0,153154,2010/08/21,OH,500/1000,1000,1338.55,0,430380,MALE,PhD,protective-serv,board-games,own-child,39000.0,0,2015/01/12,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Hillsdale,6355 4th Hwy,10,3,?,2,2,NO,68000.0,13600.0,6800.0,47600,Toyota,Corolla,2014,N,0,0,0,0,0,68000.0,0.0,0,11.127277689932466,9.517898598432753,8.824824939175638,10.7706090484022,1000000.0,0.00133855,0.001,0.001338683855
91.0,30.0,515217,2010/06/18,IL,250/500,2000,1316.63,8000000,613178,FEMALE,Masters,machine-op-inspct,golf,unmarried,43900.0,0,2015/01/08,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,3495 Britain Drive,13,3,YES,2,0,?,84500.0,13000.0,13000.0,58500,BMW,X6,2009,N,0,1,0,0,0,84500.0,0.0,0,11.344518647594766,9.472781556562168,9.472781556562168,10.97679912709094,500000.0,0.00263326,0.004,0.002634313304
256.0,42.0,860497,1992/04/10,IL,500/1000,1000,1286.44,0,460564,FEMALE,MD,transport-moving,bungie-jumping,wife,0.0,39500,2015/01/22,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Northbend,2980 Sky Ridge,14,1,NO,2,1,?,75500.0,7550.0,15100.0,52850,Nissan,Ultima,1998,N,0,0,0,0,0,75500.0,0.0,0,11.231901180182517,8.929435283803425,9.62251624577579,10.87523191259525,1000000.0,0.00128644,0.001,0.0012865686440000001
274.0,46.0,351741,1997/02/03,OH,500/1000,1000,1372.18,0,439929,MALE,High School,exec-managerial,bungie-jumping,not-in-family,0.0,0,2015/01/13,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Riverwood,5914 Oak Ave,22,3,NO,1,3,?,90600.0,15100.0,15100.0,60400,BMW,X5,2009,N,0,0,0,0,0,90600.0,0.0,0,11.41422052949775,9.62251624577579,9.62251624577579,11.008760940077243,1000000.0,0.00137218,0.001,0.0013723172179999998
275.0,45.0,403737,1991/12/06,IN,500/1000,2000,1447.77,0,605756,FEMALE,Associate,adm-clerical,camping,wife,39400.0,63900,2015/01/18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Northbend,3835 5th Ave,8,3,YES,1,1,?,64320.0,5360.0,10720.0,48240,Accura,MDX,1998,N,0,0,0,0,0,64320.0,0.0,0,11.071641450995672,8.586905803827538,9.27995971385624,10.78396456087112,1000000.0,0.00144777,0.002,0.001448059554
1.0,33.0,162004,1995/09/19,IL,250/500,500,903.32,0,451184,FEMALE,High School,transport-moving,yachting,not-in-family,0.0,0,2015/01/19,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,5925 Tree Hwy,1,3,?,1,0,?,31700.0,6340.0,3170.0,22190,Toyota,Highlander,2006,N,0,0,0,0,0,31700.0,0.0,0,10.36410350510914,8.754791763700032,8.061802274538348,10.007442080255975,500000.0,0.0018066400000000002,0.001,0.0018068206640000002
85.0,30.0,740384,1993/10/29,IN,500/1000,1000,1454.42,0,459588,MALE,Associate,protective-serv,reading,other-relative,51600.0,73900,2015/01/31,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,6250 1st Ridge,19,1,YES,0,1,YES,74280.0,12380.0,12380.0,49520,Suburu,Forrestor,2006,Y,0,0,0,0,0,74280.0,0.0,0,11.215610477950069,9.423918318420691,9.423918318420691,10.810152101015651,1000000.0,0.00145442,0.001,0.001454565442
233.0,37.0,876714,1991/11/03,IL,100/300,2000,1603.42,0,616637,FEMALE,High School,sales,video-games,wife,61600.0,30200,2015/02/06,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,1346 5th Lane,17,1,YES,0,2,YES,80520.0,13420.0,6710.0,60390,Toyota,Corolla,2005,N,0,0,0,0,0,80520.0,0.0,0,11.296273298951323,9.504575923397804,8.811503250158239,11.0085953661978,300000.0,0.005344733333333334,0.006666666666666667,0.005348296488888889
142.0,30.0,951543,2002/07/09,IN,250/500,2000,1616.58,0,447979,MALE,JD,adm-clerical,polo,husband,58500.0,46800,2015/02/04,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Hillsdale,1128 Maple Lane,13,3,YES,0,3,YES,63600.0,6360.0,12720.0,44520,Dodge,RAM,2010,N,0,0,0,0,0,63600.0,0.0,0,11.060384472475045,8.757940876678804,9.45100945015621,10.703716266952132,500000.0,0.0032331599999999997,0.004,0.0032344532639999994
266.0,44.0,576723,1999/12/07,IL,250/500,500,1611.83,0,460176,MALE,High School,handlers-cleaners,movies,husband,0.0,0,2015/01/02,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Riverwood,6309 Cherokee Ave,4,1,?,1,2,YES,32800.0,3280.0,3280.0,26240,BMW,3 Series,2012,N,0,0,0,0,0,32800.0,0.0,0,10.39821428171237,8.0959035329611,8.0959035329611,10.175078352087963,500000.0,0.0032236599999999997,0.001,0.0032239823659999996
350.0,50.0,391003,2005/07/01,OH,500/1000,500,889.13,0,459429,FEMALE,Masters,priv-house-serv,board-games,other-relative,0.0,0,2015/02/26,Multi-vehicle Collision,Rear Collision,Total Loss,Police,PA,Northbend,4618 Flute Ave,14,3,NO,0,2,NO,44190.0,9820.0,4910.0,29460,Audi,A3,2015,N,0,0,0,0,0,44190.0,0.0,0,10.69627642742294,9.192278229157774,8.499232866039245,10.290822633771825,1000000.0,0.00088913,0.0005,0.0008891744565000001
97.0,26.0,225865,1991/11/04,IL,250/500,1000,1252.08,0,465456,MALE,College,exec-managerial,sleeping,not-in-family,0.0,0,2015/02/08,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,Springfield,6191 Oak Lane,4,2,YES,2,2,NO,50400.0,10080.0,5040.0,35280,Honda,CRV,2000,Y,0,0,0,0,0,50400.0,0.0,0,10.827766295132466,9.21840774305394,8.525359754082631,10.471099854390229,500000.0,0.00250416,0.002,0.002504660832
399.0,55.0,984948,1993/04/14,IL,500/1000,2000,995.56,0,464665,MALE,JD,tech-support,sleeping,not-in-family,0.0,65400,2015/02/07,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Northbend,1316 Britain Ridge,23,3,YES,1,1,YES,88400.0,17680.0,8840.0,61880,Nissan,Pathfinder,2010,N,0,0,0,0,0,88400.0,0.0,0,11.389638560778948,9.780245895678089,9.087155271405804,11.032968464866704,1000000.0,0.00099556,0.002,0.000995759112
305.0,49.0,890328,2009/08/23,IL,100/300,2000,1347.92,0,430853,FEMALE,High School,farming-fishing,bungie-jumping,own-child,0.0,42100,2015/02/17,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Hillsdale,5924 Maple Drive,21,3,YES,0,2,?,66550.0,12100.0,6050.0,48400,Volkswagen,Jetta,2003,N,0,0,0,0,0,66550.0,0.0,0,11.105723850006385,9.401043372798052,8.707978826622321,10.78727575364831,300000.0,0.004493066666666667,0.006666666666666667,0.004496062044444444
276.0,47.0,803294,1993/06/18,IN,100/300,1000,1724.09,0,615712,MALE,PhD,craft-repair,yachting,own-child,0.0,0,2015/01/12,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,8917 Tree Ridge,23,3,YES,0,0,?,65780.0,5980.0,11960.0,47840,Chevrolet,Tahoe,2014,N,0,0,0,0,0,65780.0,0.0,0,11.094086321816611,8.696343057044556,9.389406636049465,10.77563829141608,300000.0,0.005746966666666666,0.0033333333333333335,0.005748882322222221
257.0,40.0,414913,2012/07/17,IN,250/500,500,1379.93,0,608228,MALE,MD,armed-forces,base-jumping,husband,0.0,0,2015/02/01,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,3966 Francis Ridge,6,3,?,0,2,YES,51810.0,9420.0,4710.0,37680,Audi,A3,2002,Y,0,0,0,0,0,51810.0,0.0,0,10.855357760915751,9.150696519048669,8.45765547870004,10.53691126761627,500000.0,0.0027598600000000003,0.001,0.0027601359860000003
78.0,31.0,414519,1999/01/25,IN,250/500,1000,1554.64,4000000,457535,MALE,PhD,protective-serv,board-games,own-child,0.0,27900,2015/02/03,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Springfield,1507 Solo Ave,21,1,NO,1,0,NO,55660.0,5060.0,10120.0,40480,Honda,CRV,2009,Y,0,1,0,0,0,55660.0,0.0,0,10.927035001141991,8.529319371214077,9.222367752188902,10.608588007213532,500000.0,0.0031092800000000003,0.002,0.003109901856
129.0,28.0,818413,1990/02/23,OH,500/1000,1000,1377.94,0,442540,MALE,Masters,machine-op-inspct,base-jumping,not-in-family,0.0,0,2015/02/21,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,4272 Oak Ridge,23,1,?,2,3,?,44640.0,9920.0,4960.0,29760,Toyota,Camry,2005,N,0,0,0,0,0,44640.0,0.0,0,10.706407998237976,9.202409001649904,8.509362612301048,10.300954090533024,1000000.0,0.00137794,0.001,0.001378077794
283.0,46.0,487356,2000/08/30,IL,500/1000,2000,1313.33,0,455332,FEMALE,PhD,transport-moving,reading,husband,53500.0,73600,2015/01/09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,4434 Lincoln Ave,3,3,?,1,3,NO,77660.0,7060.0,14120.0,56480,Nissan,Maxima,2004,Y,0,0,0,0,0,77660.0,0.0,0,11.260108479844527,8.862341963516347,9.555418330069251,10.94165957739282,1000000.0,0.00131333,0.002,0.0013135926659999999
85.0,25.0,159768,2008/09/03,IN,250/500,500,1259.02,0,439534,FEMALE,JD,tech-support,base-jumping,unmarried,67000.0,53600,2015/02/16,Parked Car,?,Trivial Damage,,SC,Northbend,7529 Solo Ridge,8,1,NO,2,2,?,5640.0,940.0,940.0,3760,Nissan,Ultima,2005,N,0,0,0,0,0,5640.0,0.0,0,8.637816633739977,6.846943139585379,6.846943139585379,8.232440158470336,500000.0,0.00251804,0.001,0.002518291804
101.0,26.0,865839,1991/08/02,IL,500/1000,1000,1371.88,0,462420,FEMALE,MD,prof-specialty,reading,husband,0.0,0,2015/02/04,Parked Car,?,Trivial Damage,,VA,Arlington,8096 Apache Hwy,4,1,?,2,2,?,3190.0,580.0,580.0,2030,Suburu,Legacy,1995,N,0,0,0,0,0,3190.0,0.0,0,8.068089626278244,6.364750756851911,6.364750756851911,7.616283561580385,1000000.0,0.00137188,0.001,0.001372017188
96.0,30.0,406567,2001/09/25,OH,100/300,500,1399.27,6000000,448913,MALE,College,prof-specialty,hiking,wife,38900.0,48700,2015/02/24,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Arlington,9417 Tree Hwy,22,1,?,0,0,YES,53440.0,0.0,6680.0,46760,Ford,Escape,2004,N,0,1,0,0,0,53440.0,0.0,0,10.8863335206103,0.0,8.807022955925477,10.75280480115716,300000.0,0.004664233333333333,0.0016666666666666668,0.004665010705555556
121.0,31.0,623032,2007/03/11,IL,500/1000,1000,1061.98,6000000,440837,FEMALE,JD,armed-forces,camping,unmarried,0.0,0,2015/02/01,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,3809 Texas Lane,16,1,NO,0,1,YES,65250.0,7250.0,7250.0,50750,BMW,3 Series,2002,N,0,1,0,0,0,65250.0,0.0,0,11.085996650738002,8.888894669371593,8.888894669371593,10.8346866011434,1000000.0,0.00106198,0.001,0.001062086198
176.0,39.0,935442,2010/11/20,OH,250/500,500,1365.46,4000000,466634,MALE,College,armed-forces,sleeping,unmarried,0.0,56600,2015/02/05,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Columbus,1540 Apache Lane,14,3,NO,2,1,NO,44280.0,4920.0,4920.0,34440,Chevrolet,Silverado,2008,N,0,1,0,0,0,44280.0,0.0,0,10.698310970126736,8.501267040865978,8.501267040865978,10.447002994124777,500000.0,0.00273092,0.001,0.002731193092
159.0,37.0,106873,1998/08/28,IL,500/1000,1000,894.4,0,446435,MALE,Associate,tech-support,camping,wife,0.0,53700,2015/01/07,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Springfield,2337 Lincoln Hwy,13,1,YES,2,0,NO,70290.0,7810.0,7810.0,54670,Dodge,RAM,1999,N,0,0,0,0,0,70290.0,0.0,0,11.160399046843542,8.963288275610298,8.963288275610298,10.909088683289344,1000000.0,0.0008944,0.001,0.0008944894399999999
120.0,30.0,563878,2002/07/16,IN,250/500,500,956.69,0,438237,FEMALE,Associate,priv-house-serv,movies,husband,39600.0,64300,2015/02/06,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Hillsdale,6770 1st St,20,1,?,1,1,YES,87100.0,8710.0,8710.0,69680,Saab,92x,2000,N,0,0,0,0,0,87100.0,0.0,0,11.374823643830943,9.072341873818893,9.072341873818893,11.151682962743728,500000.0,0.0019133800000000001,0.001,0.0019135713380000001
212.0,35.0,620855,1990/04/29,IN,500/1000,2000,1123.89,0,468313,MALE,MD,priv-house-serv,video-games,unmarried,35400.0,49200,2015/01/21,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,4119 Texas St,0,3,?,1,3,?,50380.0,4580.0,4580.0,41220,Suburu,Forrestor,1996,N,0,0,0,0,0,50380.0,0.0,0,10.827369398856096,8.429672593886743,8.429672593886743,10.626703114218108,1000000.0,0.00112389,0.002,0.001124114778
290.0,45.0,583169,1998/02/01,IL,100/300,500,1085.03,0,476303,FEMALE,JD,sales,cross-fit,wife,0.0,61000,2015/03/01,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Arlington,4347 2nd Ridge,23,3,YES,2,2,NO,64800.0,12960.0,6480.0,45360,Audi,A3,2014,Y,0,0,0,0,0,64800.0,0.0,0,11.07907631432006,9.469700127423376,8.776630098427717,10.722407984014009,300000.0,0.0036167666666666667,0.0016666666666666668,0.003617369461111111
299.0,42.0,337677,2008/07/20,OH,100/300,2000,1437.33,0,450339,FEMALE,Associate,craft-repair,movies,wife,25000.0,0,2015/02/24,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,1091 1st Drive,13,1,YES,1,3,NO,70400.0,12800.0,12800.0,44800,BMW,3 Series,2000,N,0,0,0,0,0,70400.0,0.0,0,11.161962746590705,9.45727857185611,9.45727857185611,10.709985739582528,300000.0,0.0047910999999999995,0.006666666666666667,0.004794294066666666
66.0,26.0,445973,1998/11/13,IL,250/500,1000,988.29,0,476502,MALE,College,armed-forces,skydiving,own-child,0.0,0,2015/02/02,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Northbend,8203 Lincoln Ave,8,1,?,2,2,YES,57860.0,0.0,10520.0,47340,Suburu,Impreza,2008,Y,0,0,0,0,0,57860.0,0.0,0,10.965798861477904,0.0,9.261128538808288,10.765132006630251,500000.0,0.00197658,0.002,0.0019769753159999998
334.0,47.0,156694,2001/05/24,IL,500/1000,500,1238.89,0,600561,MALE,Masters,protective-serv,sleeping,other-relative,0.0,0,2015/01/31,Vehicle Theft,?,Minor Damage,,WV,Northbend,9154 MLK Hwy,3,1,?,0,3,NO,6240.0,960.0,960.0,4320,Ford,Fusion,2011,N,0,0,0,0,0,6240.0,0.0,0,8.738895704934043,6.8679744089702925,6.8679744089702925,8.371242135931933,1000000.0,0.00123889,0.0005,0.0012389519445000002
216.0,38.0,421940,2014/06/03,IN,100/300,1000,1384.64,5000000,600754,FEMALE,Associate,tech-support,board-games,unmarried,0.0,0,2015/01/09,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Columbus,5780 4th Ave,16,1,?,2,3,NO,66600.0,16650.0,11100.0,38850,Jeep,Grand Cherokee,2012,Y,0,1,0,0,0,66600.0,0.0,0,11.106474871430772,9.720225553665117,9.314790473332646,10.567489095490265,300000.0,0.004615466666666667,0.0033333333333333335,0.004617005155555555
86.0,28.0,613226,1991/08/22,IN,100/300,2000,1595.07,0,439304,MALE,PhD,transport-moving,hiking,unmarried,75800.0,0,2015/02/23,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,6945 Texas Hwy,19,1,YES,0,2,YES,70920.0,11820.0,11820.0,47280,Jeep,Wrangler,2002,N,0,0,0,0,0,70920.0,0.0,0,11.169321860483546,9.377632889750377,9.377632889750377,10.763863802448526,300000.0,0.005316899999999999,0.006666666666666667,0.005320444599999999
429.0,56.0,804410,1998/12/12,OH,250/500,1000,1127.89,6000000,460722,MALE,Associate,machine-op-inspct,skydiving,own-child,67400.0,43800,2015/01/28,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,5639 1st Ridge,0,1,YES,2,0,YES,39480.0,6580.0,6580.0,26320,Suburu,Forrestor,2002,N,0,1,0,0,0,39480.0,0.0,0,10.583574822507286,8.791941988456118,8.791941988456118,10.178122378638475,500000.0,0.00225578,0.002,0.0022562311560000003
257.0,43.0,553565,1999/02/18,IN,500/1000,2000,929.7,6000000,618632,FEMALE,PhD,handlers-cleaners,base-jumping,husband,46400.0,74300,2015/01/14,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Arlington,3834 Pine St,12,1,?,2,2,YES,63240.0,10540.0,5270.0,47430,Mercedes,E400,2005,N,0,1,0,0,0,63240.0,0.0,0,11.054708103975113,9.26302769425519,8.569975376855206,10.767031302351668,1000000.0,0.0009297,0.002,0.00092988594
